,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
9805,K. Kawamata,27,Japan,66,67,Júbilo Iwata,ST,60.0,46.0,46.0,62.0,54.0,60.0,44.0,46.0,54.0,46.0,62.0,58.0,65.0,60.0,46.0,60.0,44.0,46.0,54.0,46.0,62.0,58.0,65.0,60.0,46.0,65.0
9800,C. Davies,31,United States,66,66,Philadelphia Union,ST,61.0,44.0,46.0,64.0,55.0,61.0,47.0,44.0,55.0,46.0,64.0,62.0,65.0,63.0,50.0,61.0,47.0,44.0,55.0,46.0,64.0,62.0,65.0,63.0,50.0,65.0
9772,Kim Gun Hee,22,Korea Republic,66,72,Suwon Samsung Bluewings,ST,63.0,48.0,50.0,65.0,58.0,63.0,50.0,48.0,58.0,50.0,65.0,64.0,65.0,64.0,52.0,63.0,50.0,48.0,58.0,50.0,65.0,64.0,65.0,64.0,52.0,65.0
9753,E. Butin,29,France,66,66,Stade Brestois 29,ST,63.0,41.0,45.0,65.0,58.0,63.0,45.0,41.0,58.0,45.0,65.0,63.0,65.0,64.0,47.0,63.0,45.0,41.0,58.0,45.0,65.0,63.0,65.0,64.0,47.0,65.0
9747,Diego Maurício,26,Brazil,66,67,Gangwon FC,ST,65.0,45.0,49.0,65.0,60.0,65.0,46.0,45.0,60.0,49.0,65.0,64.0,65.0,64.0,49.0,65.0,46.0,45.0,60.0,49.0,65.0,64.0,65.0,64.0,49.0,65.0
9737,M. Boman,28,Sweden,66,66,IFK Göteborg,ST,60.0,49.0,50.0,62.0,57.0,60.0,46.0,49.0,57.0,50.0,62.0,59.0,65.0,59.0,48.0,60.0,46.0,49.0,57.0,50.0,62.0,59.0,65.0,59.0,48.0,65.0
9731,João Silva,27,Portugal,66,67,CD Feirense,ST,57.0,39.0,38.0,61.0,49.0,57.0,39.0,39.0,49.0,38.0,61.0,56.0,65.0,58.0,40.0,57.0,39.0,39.0,49.0,38.0,61.0,56.0,65.0,58.0,40.0,65.0
9729,C. O'Grady,31,England,66,66,Chesterfield,ST,60.0,46.0,47.0,62.0,56.0,60.0,44.0,46.0,56.0,47.0,62.0,59.0,65.0,59.0,45.0,60.0,44.0,46.0,56.0,47.0,62.0,59.0,65.0,59.0,45.0,65.0
9721,M. Dembélé,28,Mali,66,66,Le Havre AC,ST,62.0,33.0,39.0,65.0,54.0,62.0,42.0,33.0,54.0,39.0,65.0,64.0,65.0,65.0,45.0,62.0,42.0,33.0,54.0,39.0,65.0,64.0,65.0,65.0,45.0,65.0
9719,A. Sebrino,25,Chile,66,66,CD Palestino,ST,60.0,52.0,51.0,63.0,56.0,60.0,53.0,52.0,56.0,51.0,63.0,61.0,65.0,62.0,54.0,60.0,53.0,52.0,56.0,51.0,63.0,61.0,65.0,62.0,54.0,65.0
9715,A. Gomis,25,Senegal,66,71,US Orléans Loiret Football,ST,57.0,38.0,37.0,61.0,47.0,57.0,42.0,38.0,47.0,37.0,61.0,58.0,65.0,61.0,43.0,57.0,42.0,38.0,47.0,37.0,61.0,58.0,65.0,61.0,43.0,65.0
9706,R. Gartler,31,Austria,66,66,LASK Linz,ST,61.0,44.0,46.0,63.0,55.0,61.0,44.0,44.0,55.0,46.0,63.0,61.0,65.0,62.0,47.0,61.0,44.0,44.0,55.0,46.0,63.0,61.0,65.0,62.0,47.0,65.0
11060,Song Seung Min,25,Korea Republic,64,67,GwangJu FC,ST,63.0,56.0,57.0,64.0,60.0,63.0,56.0,56.0,60.0,57.0,64.0,64.0,65.0,64.0,57.0,63.0,56.0,56.0,60.0,57.0,64.0,64.0,65.0,64.0,57.0,65.0
9663,M. Guevgeozián,31,Armenia,66,66,Newell's Old Boys,ST,57.0,36.0,36.0,61.0,49.0,57.0,36.0,36.0,49.0,36.0,61.0,55.0,65.0,57.0,38.0,57.0,36.0,36.0,49.0,36.0,61.0,55.0,65.0,57.0,38.0,65.0
9515,A. Papazoglou,29,Greece,66,66,Aalesunds FK,ST,59.0,42.0,45.0,61.0,55.0,59.0,37.0,42.0,55.0,45.0,61.0,55.0,65.0,56.0,40.0,59.0,37.0,42.0,55.0,45.0,61.0,55.0,65.0,56.0,40.0,65.0
9391,O. Arce,27,Mexico,66,67,Necaxa,ST,60.0,52.0,53.0,62.0,59.0,60.0,49.0,52.0,59.0,53.0,62.0,61.0,65.0,60.0,51.0,60.0,49.0,52.0,59.0,53.0,62.0,61.0,65.0,60.0,51.0,65.0
9479,Luis Marleiro,25,Brazil,66,66,Vitória ,ST,60.0,52.0,51.0,63.0,56.0,60.0,53.0,52.0,56.0,51.0,63.0,61.0,65.0,62.0,54.0,60.0,53.0,52.0,56.0,51.0,63.0,61.0,65.0,62.0,54.0,65.0
8900,M. van Duinen,25,Netherlands,66,69,Excelsior,ST,62.0,52.0,53.0,64.0,59.0,62.0,54.0,52.0,59.0,53.0,64.0,63.0,65.0,63.0,55.0,62.0,54.0,52.0,59.0,53.0,64.0,63.0,65.0,63.0,55.0,65.0
8903,R. Dwamena,21,Ghana,66,77,FC Zürich,ST,61.0,37.0,41.0,64.0,54.0,61.0,43.0,37.0,54.0,41.0,64.0,61.0,65.0,63.0,45.0,61.0,43.0,37.0,54.0,41.0,64.0,61.0,65.0,63.0,45.0,65.0
8911,N. Adler,32,Germany,66,66,FC Erzgebirge Aue,ST,64.0,44.0,49.0,65.0,58.0,64.0,49.0,44.0,58.0,49.0,65.0,65.0,65.0,66.0,52.0,64.0,49.0,44.0,58.0,49.0,65.0,65.0,65.0,66.0,52.0,65.0
8942,A. Vega,19,Mexico,66,80,Deportivo Toluca,ST,63.0,39.0,44.0,64.0,56.0,63.0,45.0,39.0,56.0,44.0,64.0,65.0,65.0,65.0,48.0,63.0,45.0,39.0,56.0,44.0,64.0,65.0,65.0,65.0,48.0,65.0
8955,L. Zwoliński,24,Poland,66,70,Pogoń Szczecin,ST,61.0,42.0,45.0,63.0,56.0,61.0,46.0,42.0,56.0,45.0,63.0,62.0,65.0,62.0,48.0,61.0,46.0,42.0,56.0,45.0,63.0,62.0,65.0,62.0,48.0,65.0
8971,R. Fernández,26,Chile,66,67,Al Fayha,ST,65.0,39.0,47.0,65.0,61.0,65.0,44.0,39.0,61.0,47.0,65.0,65.0,65.0,65.0,48.0,65.0,44.0,39.0,61.0,47.0,65.0,65.0,65.0,65.0,48.0,65.0
8972,K. Moore,24,England,66,70,Rotherham United,ST,58.0,55.0,54.0,61.0,56.0,58.0,56.0,55.0,56.0,54.0,61.0,61.0,65.0,61.0,56.0,58.0,56.0,55.0,56.0,54.0,61.0,61.0,65.0,61.0,56.0,65.0
8985,J. Marquis,25,England,66,70,Doncaster Rovers,ST,61.0,51.0,53.0,62.0,60.0,61.0,50.0,51.0,60.0,53.0,62.0,60.0,65.0,59.0,51.0,61.0,50.0,51.0,60.0,53.0,62.0,60.0,65.0,59.0,51.0,65.0
8897,A. Prudnikov,28,Russia,66,66,FC Anzhi Makhachkala,ST,62.0,44.0,47.0,64.0,58.0,62.0,44.0,44.0,58.0,47.0,64.0,61.0,65.0,61.0,46.0,62.0,44.0,44.0,58.0,47.0,64.0,61.0,65.0,61.0,46.0,65.0
8988,M. Uhre,22,Denmark,66,76,SønderjyskE,ST,61.0,44.0,44.0,64.0,53.0,61.0,46.0,44.0,53.0,44.0,64.0,61.0,65.0,63.0,47.0,61.0,46.0,44.0,53.0,44.0,64.0,61.0,65.0,63.0,47.0,65.0
9008,K. Holmberg,24,Sweden,66,71,IFK Norrköping,ST,63.0,49.0,51.0,65.0,58.0,63.0,51.0,49.0,58.0,51.0,65.0,62.0,65.0,63.0,52.0,63.0,51.0,49.0,58.0,51.0,65.0,62.0,65.0,63.0,52.0,65.0
9021,P. Dibba,29,Gambia,66,66,Hammarby IF,ST,64.0,41.0,45.0,65.0,57.0,64.0,47.0,41.0,57.0,45.0,65.0,64.0,65.0,65.0,49.0,64.0,47.0,41.0,57.0,45.0,65.0,64.0,65.0,65.0,49.0,65.0
9027,K. Doolan,30,Scotland,66,66,Partick Thistle F.C.,ST,60.0,39.0,40.0,63.0,52.0,60.0,41.0,39.0,52.0,40.0,63.0,59.0,65.0,60.0,42.0,60.0,41.0,39.0,52.0,40.0,63.0,59.0,65.0,60.0,42.0,65.0
9029,L. Escalante,25,Colombia,66,69,CPD Junior Barranquilla,ST,64.0,37.0,43.0,65.0,57.0,64.0,44.0,37.0,57.0,43.0,65.0,65.0,65.0,66.0,48.0,64.0,44.0,37.0,57.0,43.0,65.0,65.0,65.0,66.0,48.0,65.0
9041,Amido Baldé,26,Guinea Bissau,66,68,CS Marítimo,ST,58.0,46.0,47.0,61.0,55.0,58.0,42.0,46.0,55.0,47.0,61.0,58.0,65.0,58.0,44.0,58.0,42.0,46.0,55.0,47.0,61.0,58.0,65.0,58.0,44.0,65.0
9049,A. Nuhiu,27,Kosovo,66,66,Sheffield Wednesday,ST,63.0,50.0,53.0,64.0,62.0,63.0,46.0,50.0,62.0,53.0,64.0,60.0,65.0,60.0,48.0,63.0,46.0,50.0,62.0,53.0,64.0,60.0,65.0,60.0,48.0,65.0
9062,E. Markkanen,25,Finland,66,69,SG Dynamo Dresden,ST,57.0,47.0,47.0,60.0,54.0,57.0,44.0,47.0,54.0,47.0,60.0,57.0,65.0,57.0,45.0,57.0,44.0,47.0,54.0,47.0,60.0,57.0,65.0,57.0,45.0,65.0
9080,N. Stefanelli,23,Argentina,66,74,AIK Solna,ST,67.0,35.0,42.0,67.0,59.0,67.0,43.0,35.0,59.0,42.0,67.0,66.0,65.0,67.0,46.0,67.0,43.0,35.0,59.0,42.0,67.0,66.0,65.0,67.0,46.0,65.0
8990,A. Riel,26,Denmark,66,67,Aarhus GF,ST,63.0,35.0,40.0,65.0,54.0,63.0,42.0,35.0,54.0,40.0,65.0,63.0,65.0,65.0,45.0,63.0,42.0,35.0,54.0,40.0,65.0,63.0,65.0,65.0,45.0,65.0
9117,A. Awaji,27,Saudi Arabia,66,66,Al Ahli,ST,63.0,40.0,46.0,65.0,57.0,63.0,48.0,40.0,57.0,46.0,65.0,65.0,65.0,66.0,51.0,63.0,48.0,40.0,57.0,46.0,65.0,65.0,65.0,66.0,51.0,65.0
8893,M. Abu Radiyah,30,Saudi Arabia,66,66,Al Ahli,ST,59.0,41.0,44.0,61.0,54.0,59.0,43.0,41.0,54.0,44.0,61.0,60.0,65.0,61.0,46.0,59.0,43.0,41.0,54.0,44.0,61.0,60.0,65.0,61.0,46.0,65.0
8869,A. La Mantia,26,Italy,66,66,Virtus Entella,ST,50.0,45.0,40.0,57.0,44.0,50.0,41.0,45.0,44.0,40.0,57.0,52.0,65.0,53.0,41.0,50.0,41.0,45.0,44.0,40.0,57.0,52.0,65.0,53.0,41.0,65.0
8044,G. Iancu,23,Romania,67,73,Termalica Bruk-Bet Nieciecza,ST,68.0,49.0,55.0,67.0,64.0,68.0,52.0,49.0,64.0,55.0,67.0,67.0,65.0,67.0,55.0,68.0,52.0,49.0,64.0,55.0,67.0,67.0,65.0,67.0,55.0,65.0
8502,R. Vanegas,24,Colombia,67,72,Jaguares Fútbol Club,ST,64.0,42.0,46.0,66.0,58.0,64.0,48.0,42.0,58.0,46.0,66.0,66.0,65.0,66.0,50.0,64.0,48.0,42.0,58.0,46.0,66.0,66.0,65.0,66.0,50.0,65.0
4676,M. Cerato,29,Argentina,71,71,Club León,ST,68.0,36.0,45.0,69.0,60.0,68.0,48.0,36.0,60.0,45.0,69.0,70.0,65.0,71.0,52.0,68.0,48.0,36.0,60.0,45.0,69.0,70.0,65.0,71.0,52.0,65.0
5111,E. Mor,19,Turkey,70,85,RC Celta de Vigo,ST,69.0,38.0,45.0,70.0,59.0,69.0,48.0,38.0,59.0,45.0,70.0,69.0,65.0,72.0,52.0,69.0,48.0,38.0,59.0,45.0,70.0,69.0,65.0,72.0,52.0,65.0
7682,F. Malbašić,24,Serbia,68,74,CD Tenerife,ST,67.0,40.0,46.0,68.0,60.0,67.0,47.0,40.0,60.0,46.0,68.0,67.0,65.0,69.0,51.0,67.0,47.0,40.0,60.0,46.0,68.0,67.0,65.0,69.0,51.0,65.0
8650,M. Spelmann,30,Denmark,67,67,Aarhus GF,ST,65.0,69.0,69.0,65.0,67.0,65.0,69.0,69.0,67.0,69.0,65.0,66.0,65.0,64.0,69.0,65.0,69.0,69.0,67.0,69.0,65.0,66.0,65.0,64.0,69.0,65.0
7558,D. Saint-Louis,22,France,68,74,Paris FC,ST,65.0,42.0,47.0,66.0,59.0,65.0,49.0,42.0,59.0,47.0,66.0,67.0,65.0,68.0,52.0,65.0,49.0,42.0,59.0,47.0,66.0,67.0,65.0,68.0,52.0,65.0
5682,Óscar Pinchi,21,Spain,70,79,RC Deportivo de La Coruña,ST,68.0,45.0,52.0,68.0,63.0,68.0,52.0,45.0,63.0,52.0,68.0,68.0,65.0,70.0,56.0,68.0,52.0,45.0,63.0,52.0,68.0,68.0,65.0,70.0,56.0,65.0
8885,J. Mendy,27,Senegal,66,66,Kristiansund BK,ST,59.0,37.0,39.0,63.0,50.0,59.0,40.0,37.0,50.0,39.0,63.0,59.0,65.0,61.0,42.0,59.0,40.0,37.0,50.0,39.0,63.0,59.0,65.0,61.0,42.0,65.0
7545,L. Abdi,28,Somalia,68,68,FK Haugesund,ST,67.0,50.0,55.0,67.0,63.0,67.0,56.0,50.0,63.0,55.0,67.0,67.0,65.0,67.0,58.0,67.0,56.0,50.0,63.0,55.0,67.0,67.0,65.0,67.0,58.0,65.0
6022,G. Verón,27,Argentina,69,69,New York Red Bulls,ST,67.0,45.0,51.0,67.0,62.0,67.0,52.0,45.0,62.0,51.0,67.0,68.0,65.0,69.0,55.0,67.0,52.0,45.0,62.0,51.0,67.0,68.0,65.0,69.0,55.0,65.0
6337,S. Napoleoni,31,Italy,69,69,İstanbul Başakşehir FK,ST,68.0,39.0,48.0,68.0,61.0,68.0,46.0,39.0,61.0,48.0,68.0,67.0,65.0,68.0,50.0,68.0,46.0,39.0,61.0,48.0,68.0,67.0,65.0,68.0,50.0,65.0
8776,T. Ricketts,29,Canada,66,66,Toronto FC,ST,60.0,39.0,39.0,64.0,50.0,60.0,43.0,39.0,50.0,39.0,64.0,61.0,65.0,64.0,45.0,60.0,43.0,39.0,50.0,39.0,64.0,61.0,65.0,64.0,45.0,65.0
8823,B. Santalab,34,Australia,66,66,Western Sydney Wanderers,ST,59.0,47.0,47.0,63.0,53.0,59.0,45.0,47.0,53.0,47.0,63.0,58.0,65.0,61.0,47.0,59.0,45.0,47.0,53.0,47.0,63.0,58.0,65.0,61.0,47.0,65.0
4578,F. Jozefzoon,26,Netherlands,71,72,Brentford,ST,68.0,44.0,53.0,69.0,63.0,68.0,54.0,44.0,63.0,53.0,69.0,71.0,65.0,71.0,58.0,68.0,54.0,44.0,63.0,53.0,69.0,71.0,65.0,71.0,58.0,65.0
8856,A. Dona Ndoh,31,Cameroon,66,66,Chamois Niortais FC,ST,59.0,38.0,41.0,62.0,54.0,59.0,41.0,38.0,54.0,41.0,62.0,60.0,65.0,60.0,43.0,59.0,41.0,38.0,54.0,41.0,62.0,60.0,65.0,60.0,43.0,65.0
8863,A. Smárason,28,Iceland,66,66,Hammarby IF,ST,64.0,59.0,61.0,65.0,64.0,64.0,60.0,59.0,64.0,61.0,65.0,65.0,65.0,64.0,62.0,64.0,60.0,59.0,64.0,61.0,65.0,65.0,65.0,64.0,62.0,65.0
8866,M. Tagbajumi,29,Nigeria,66,66,Lillestrøm SK,ST,59.0,41.0,41.0,62.0,50.0,59.0,41.0,41.0,50.0,41.0,62.0,60.0,65.0,62.0,43.0,59.0,41.0,41.0,50.0,41.0,62.0,60.0,65.0,62.0,43.0,65.0
5960,Alfaro,30,Spain,69,69,Córdoba CF,ST,68.0,45.0,51.0,67.0,63.0,68.0,49.0,45.0,63.0,51.0,67.0,66.0,65.0,68.0,52.0,68.0,49.0,45.0,63.0,51.0,67.0,66.0,65.0,68.0,52.0,65.0
9122,J. Quiñones,20,Colombia,66,77,Lobos de la BUAP,ST,63.0,37.0,42.0,64.0,56.0,63.0,44.0,37.0,56.0,42.0,64.0,64.0,65.0,65.0,46.0,63.0,44.0,37.0,56.0,42.0,64.0,64.0,65.0,65.0,46.0,65.0
8868,M. Bolly,26,Ivory Coast,66,67,SpVgg Greuther Fürth,ST,64.0,39.0,42.0,66.0,54.0,64.0,47.0,39.0,54.0,42.0,66.0,65.0,65.0,67.0,49.0,64.0,47.0,39.0,54.0,42.0,66.0,65.0,65.0,67.0,49.0,65.0
9139,B. Gueye,22,Senegal,66,72,Sint-Truidense VV,ST,56.0,38.0,37.0,60.0,48.0,56.0,38.0,38.0,48.0,37.0,60.0,54.0,65.0,57.0,38.0,56.0,38.0,38.0,48.0,37.0,60.0,54.0,65.0,57.0,38.0,65.0
9304,Y. Mena,25,Colombia,66,69,Alianza Petrolera,ST,60.0,41.0,43.0,62.0,54.0,60.0,44.0,41.0,54.0,43.0,62.0,59.0,65.0,61.0,46.0,60.0,44.0,41.0,54.0,43.0,62.0,59.0,65.0,61.0,46.0,65.0
6784,M. Mak,25,Poland,68,69,Śląsk Wrocław,ST,66.0,34.0,42.0,67.0,58.0,66.0,45.0,34.0,58.0,42.0,67.0,67.0,65.0,68.0,48.0,66.0,45.0,34.0,58.0,42.0,67.0,67.0,65.0,68.0,48.0,65.0
9320,D. Schahin,27,Germany,66,66,Roda JC Kerkrade,ST,57.0,49.0,49.0,60.0,55.0,57.0,46.0,49.0,55.0,49.0,60.0,57.0,65.0,58.0,48.0,57.0,46.0,49.0,55.0,49.0,60.0,57.0,65.0,58.0,48.0,65.0
9324,M. Axente,30,Romania,66,66,Al Faisaly,ST,61.0,40.0,43.0,63.0,55.0,61.0,41.0,40.0,55.0,43.0,63.0,60.0,65.0,61.0,43.0,61.0,41.0,40.0,55.0,43.0,63.0,60.0,65.0,61.0,43.0,65.0
9345,K. Mayi,24,France,66,70,Stade Brestois 29,ST,62.0,38.0,41.0,64.0,53.0,62.0,45.0,38.0,53.0,41.0,64.0,64.0,65.0,65.0,48.0,62.0,45.0,38.0,53.0,41.0,64.0,64.0,65.0,65.0,48.0,65.0
9366,M. Figueroa,27,Argentina,66,67,Temperley,ST,63.0,37.0,42.0,64.0,56.0,63.0,44.0,37.0,56.0,42.0,64.0,63.0,65.0,65.0,47.0,63.0,44.0,37.0,56.0,42.0,64.0,63.0,65.0,65.0,47.0,65.0
9373,T. Børven,25,Norway,66,70,SK Brann,ST,61.0,42.0,42.0,64.0,53.0,61.0,46.0,42.0,53.0,42.0,64.0,61.0,65.0,63.0,48.0,61.0,46.0,42.0,53.0,42.0,64.0,61.0,65.0,63.0,48.0,65.0
9390,J. Barraza,26,Mexico,66,67,Club Atlas,ST,60.0,46.0,49.0,63.0,57.0,60.0,51.0,46.0,57.0,49.0,63.0,63.0,65.0,63.0,54.0,60.0,51.0,46.0,57.0,49.0,63.0,63.0,65.0,63.0,54.0,65.0
9396,C. Gazale,25,Chile,66,66,Santiago Wanderers,ST,59.0,42.0,42.0,63.0,50.0,59.0,45.0,42.0,50.0,42.0,63.0,60.0,65.0,63.0,46.0,59.0,45.0,42.0,50.0,42.0,63.0,60.0,65.0,63.0,46.0,65.0
9405,A. Piech,32,Poland,66,66,Śląsk Wrocław,ST,60.0,47.0,48.0,63.0,55.0,60.0,49.0,47.0,55.0,48.0,63.0,62.0,65.0,63.0,50.0,60.0,49.0,47.0,55.0,48.0,63.0,62.0,65.0,63.0,50.0,65.0
9407,N. Brock-Madsen,24,Denmark,66,70,Birmingham City,ST,59.0,48.0,48.0,62.0,56.0,59.0,46.0,48.0,56.0,48.0,62.0,58.0,65.0,59.0,47.0,59.0,46.0,48.0,56.0,48.0,62.0,58.0,65.0,59.0,47.0,65.0
9414,S. Church,28,Wales,66,66,,ST,63.0,50.0,52.0,64.0,59.0,63.0,53.0,50.0,59.0,52.0,64.0,64.0,65.0,64.0,55.0,63.0,53.0,50.0,59.0,52.0,64.0,64.0,65.0,64.0,55.0,65.0
9431,E. Torregrossa,25,Italy,66,69,Brescia,ST,57.0,38.0,41.0,61.0,52.0,57.0,40.0,38.0,52.0,41.0,61.0,58.0,65.0,58.0,42.0,57.0,40.0,38.0,52.0,41.0,61.0,58.0,65.0,58.0,42.0,65.0
9444,A. Sadiku,26,Albania,66,69,Legia Warszawa,ST,59.0,45.0,45.0,63.0,52.0,59.0,46.0,45.0,52.0,45.0,63.0,58.0,65.0,60.0,47.0,59.0,46.0,45.0,52.0,45.0,63.0,58.0,65.0,60.0,47.0,65.0
9445,J. Eggestein,19,Germany,66,84,SV Werder Bremen,ST,64.0,40.0,46.0,64.0,58.0,64.0,45.0,40.0,58.0,46.0,64.0,62.0,65.0,63.0,47.0,64.0,45.0,40.0,58.0,46.0,64.0,62.0,65.0,63.0,47.0,65.0
9467,A. Favilli,20,Italy,66,77,Ascoli,ST,57.0,34.0,35.0,61.0,48.0,57.0,36.0,34.0,48.0,35.0,61.0,57.0,65.0,59.0,38.0,57.0,36.0,34.0,48.0,35.0,61.0,57.0,65.0,59.0,38.0,65.0
9473,A. Jeremejeff,23,Sweden,66,72,Malmö FF,ST,63.0,39.0,43.0,64.0,56.0,63.0,42.0,39.0,56.0,43.0,64.0,61.0,65.0,62.0,44.0,63.0,42.0,39.0,56.0,43.0,64.0,61.0,65.0,62.0,44.0,65.0
9286,J. Jervis,25,England,66,67,Plymouth Argyle,ST,63.0,45.0,48.0,65.0,57.0,63.0,51.0,45.0,57.0,48.0,65.0,65.0,65.0,66.0,53.0,63.0,51.0,45.0,57.0,48.0,65.0,65.0,65.0,66.0,53.0,65.0
9285,João Vasco,22,Portugal,66,73,Tondela,ST,59.0,42.0,43.0,63.0,53.0,59.0,42.0,42.0,53.0,43.0,63.0,58.0,65.0,60.0,43.0,59.0,42.0,42.0,53.0,43.0,63.0,58.0,65.0,60.0,43.0,65.0
9436,C. Washington,25,Northern Ireland,66,69,Queens Park Rangers,ST,62.0,41.0,47.0,65.0,57.0,62.0,48.0,41.0,57.0,47.0,65.0,64.0,65.0,64.0,51.0,62.0,48.0,41.0,57.0,47.0,65.0,64.0,65.0,64.0,51.0,65.0
9277,P. Zulechner,27,Austria,66,66,SK Sturm Graz,ST,62.0,43.0,46.0,63.0,57.0,62.0,45.0,43.0,57.0,46.0,63.0,61.0,65.0,61.0,47.0,62.0,45.0,43.0,57.0,46.0,63.0,61.0,65.0,61.0,47.0,65.0
9155,M. Maolida,18,France,66,84,Olympique Lyonnais,ST,65.0,35.0,40.0,67.0,55.0,65.0,40.0,35.0,55.0,40.0,67.0,63.0,65.0,65.0,43.0,65.0,40.0,35.0,55.0,40.0,67.0,63.0,65.0,65.0,43.0,65.0
9282,A. Navarro,32,Uruguay,66,66,Puebla,ST,58.0,40.0,41.0,60.0,52.0,58.0,38.0,40.0,52.0,41.0,60.0,55.0,65.0,57.0,40.0,58.0,38.0,40.0,52.0,41.0,60.0,55.0,65.0,57.0,40.0,65.0
9168,R. Ache,18,Germany,66,78,Sparta Rotterdam,ST,57.0,41.0,40.0,61.0,50.0,57.0,43.0,41.0,50.0,40.0,61.0,57.0,65.0,59.0,43.0,57.0,43.0,41.0,50.0,40.0,61.0,57.0,65.0,59.0,43.0,65.0
9500,D. López,25,Colombia,66,71,Jaguares Fútbol Club,ST,66.0,46.0,51.0,66.0,61.0,66.0,50.0,46.0,61.0,51.0,66.0,64.0,65.0,64.0,51.0,66.0,50.0,46.0,61.0,51.0,66.0,64.0,65.0,64.0,51.0,65.0
9178,P. Brożek,34,Poland,66,66,Wisła Kraków,ST,63.0,45.0,47.0,63.0,58.0,63.0,42.0,45.0,58.0,47.0,63.0,59.0,65.0,61.0,44.0,63.0,42.0,45.0,58.0,47.0,63.0,59.0,65.0,61.0,44.0,65.0
9181,A. Wiegel,25,Germany,66,67,MSV Duisburg,ST,64.0,50.0,53.0,66.0,59.0,64.0,54.0,50.0,59.0,53.0,66.0,65.0,65.0,66.0,56.0,64.0,54.0,50.0,59.0,53.0,66.0,65.0,65.0,66.0,56.0,65.0
9198,K. Anderson,22,England,66,76,Swindon Town,ST,59.0,34.0,37.0,63.0,51.0,59.0,40.0,34.0,51.0,37.0,63.0,58.0,65.0,61.0,41.0,59.0,40.0,34.0,51.0,37.0,63.0,58.0,65.0,61.0,41.0,65.0
9144,B. Girth,25,Germany,66,70,SV Meppen,ST,60.0,36.0,38.0,62.0,52.0,60.0,40.0,36.0,52.0,38.0,62.0,58.0,65.0,61.0,42.0,60.0,40.0,36.0,52.0,38.0,62.0,58.0,65.0,61.0,42.0,65.0
9202,L. Taylor,27,Montserrat,66,67,AFC Wimbledon,ST,63.0,46.0,48.0,65.0,57.0,63.0,51.0,46.0,57.0,48.0,65.0,64.0,65.0,65.0,52.0,63.0,51.0,46.0,57.0,48.0,65.0,64.0,65.0,65.0,52.0,65.0
9205,Luis Fernández,23,Spain,66,71,RC Deportivo de La Coruña,ST,59.0,40.0,43.0,62.0,53.0,59.0,45.0,40.0,53.0,43.0,62.0,60.0,65.0,61.0,47.0,59.0,45.0,40.0,53.0,43.0,62.0,60.0,65.0,61.0,47.0,65.0
9171,Y. Al Salem,32,Saudi Arabia,66,66,Ettifaq FC,ST,60.0,42.0,44.0,62.0,54.0,60.0,45.0,42.0,54.0,44.0,62.0,60.0,65.0,61.0,47.0,60.0,45.0,42.0,54.0,44.0,62.0,60.0,65.0,61.0,47.0,65.0
9224,J. Ardaiz,18,Uruguay,66,81,Royal Antwerp FC,ST,58.0,38.0,37.0,62.0,49.0,58.0,39.0,38.0,49.0,37.0,62.0,59.0,65.0,62.0,42.0,58.0,39.0,38.0,49.0,37.0,62.0,59.0,65.0,62.0,42.0,65.0
9221,Danilo Sacrio,25,Brazil,66,66,Clube Atlético Paranaense,ST,59.0,42.0,42.0,63.0,50.0,59.0,45.0,42.0,50.0,42.0,63.0,60.0,65.0,63.0,46.0,59.0,45.0,42.0,50.0,42.0,63.0,60.0,65.0,63.0,46.0,65.0
9267,S. Scappini,29,Italy,66,66,Cremonese,ST,62.0,42.0,45.0,64.0,56.0,62.0,43.0,42.0,56.0,45.0,64.0,59.0,65.0,61.0,45.0,62.0,43.0,42.0,56.0,45.0,64.0,59.0,65.0,61.0,45.0,65.0
9237,P. Madden,27,Republic of Ireland,66,66,Scunthorpe United,ST,61.0,44.0,48.0,64.0,57.0,61.0,48.0,44.0,57.0,48.0,64.0,62.0,65.0,62.0,50.0,61.0,48.0,44.0,57.0,48.0,64.0,62.0,65.0,62.0,50.0,65.0
9260,K. van Veen,26,Netherlands,66,68,Scunthorpe United,ST,59.0,37.0,41.0,62.0,54.0,59.0,37.0,37.0,54.0,41.0,62.0,56.0,65.0,58.0,39.0,59.0,37.0,37.0,54.0,41.0,62.0,56.0,65.0,58.0,39.0,65.0
9235,B. Finne,22,Norway,66,75,Vålerenga Fotball,ST,65.0,36.0,42.0,67.0,56.0,65.0,43.0,36.0,56.0,42.0,67.0,64.0,65.0,66.0,47.0,65.0,43.0,36.0,56.0,42.0,67.0,64.0,65.0,66.0,47.0,65.0
7855,Z. El Azzouzi,21,Morocco,67,74,Excelsior,ST,65.0,37.0,42.0,66.0,56.0,65.0,43.0,37.0,56.0,42.0,66.0,64.0,66.0,66.0,46.0,65.0,43.0,37.0,56.0,42.0,66.0,64.0,66.0,66.0,46.0,66.0
7859,M. Kudo,27,Japan,67,68,Sanfrecce Hiroshima,ST,63.0,39.0,44.0,65.0,57.0,63.0,45.0,39.0,57.0,44.0,65.0,64.0,66.0,65.0,47.0,63.0,45.0,39.0,57.0,44.0,65.0,64.0,66.0,65.0,47.0,66.0
